1,0.004966869336546578
2,0.004961080629748456
3,0.004970400992970345
4,0.004970302921632439
5,0.004970106811881338
6,0.004970204879343672
7,0.004970499002335321
8,0.004970499002335321
9,0.004970499002335321
10,0.004970204879343672
11,0.004970400992970345
12,0.004970400992970345
13,0.004970499002335321
14,0.004970499002335321
15,0.004970008663077014
16,0.0049701068196258275
17,0.004970499002335321
18,0.004970302921632439
19,0.004970204844487161
20,0.00497010673829049
21,0.004970400992970345
22,0.004970204861914595
23,0.004970400960046553
24,0.004970302861596627
25,0.004970204890963733
26,0.004970204890963733
27,0.004970008742478333
28,0.004970499002335321
29,0.004970499002335321
30,0.004968242844550809
31,0.00497020483674034
32,0.004969616362240238
33,0.004970302900328709
34,0.004970400960046553
35,0.004970499002335321
36,0.004970499002335321
37,0.004965201401525915
38,0.004970499002335321
39,0.004970499002335321
40,0.004970400992970344
41,0.0049701067847671
42,0.004970400992970344
43,0.004970400960046554
44,0.004969616354498347
45,0.004970302890645765
46,0.0049701068002612776
47,0.004970499002335321
48,0.004970499002335321
49,0.004970302950681577
50,0.004970499002335321
51,0.004970499002335321
52,0.004970302950681577
53,0.004970302913887949
54,0.00496961631963828
55,0.004970204890963733
56,0.004968733319353015
57,0.004970204863851711
58,0.004961080629748456
59,0.004970204863851711
60,0.004970302921632439
61,0.004970400992970344
62,0.004970499002335321
63,0.004970499002335321
64,0.004967752301959814
65,0.004968733431677131
66,0.004970302913887949
67,0.004970499002335321
68,0.004970400960046554
69,0.004970499002335321
70,0.004970400923250709
71,0.004970400992970344
72,0.004970400960046554
73,0.004970204890963733
74,0.004970400960046554
75,0.004970204819312447
76,0.004970302950681577
77,0.0049697144413259195
78,0.004970499002335321
79,0.004969910527832314
80,0.004970400992970344
81,0.004970499002335321
82,0.00496834097979375
83,0.004970400992970344
84,0.004969910547202445
85,0.004970499002335321
86,0.0049703029332525
87,0.004970499002335321
88,0.004970302913885732
89,0.004970499002335321
90,0.004970400932934532
91,0.004970008725050784
92,0.004970204834803338
93,0.004970499002335321
94,0.0049698125358986316
95,0.004970499002335321
96,0.004970106802198394
97,0.004970400992970344
98,0.004970204854170105
99,0.004969714476178417
